"Age","Workclass","Fnlwgt","Education.","Education.num","Marital.status","Occupation","Relationship","Race","Sex","Capital.gain","Capital.loss","Hours.per.week","Native.country","Class"
19,3,43003,11,10,1,7,13,1,1,0,0,20,1,1
42,3,328239,11,10,1,7,1,1,1,0,0,40,1,1
28,3,130856,205,6,2,26,2,1,1,0,0,36,1,1
47,2,190072,11,10,2,26,2,1,1,0,0,40,126,8
59,3,170148,11,10,3,7,17,1,5,0,0,32,1,1
50,3,104501,3,9,2,26,2,1,1,0,0,40,1,8
48,51,213140,3,9,2,2,2,1,1,0,0,80,1,1
33,25,175509,3,9,2,29,2,1,1,0,0,40,1,1
27,3,173611,14,12,1,14,1,1,5,0,0,40,1,1
45,3,148995,20,16,1,5,1,1,1,99999,0,30,1,8
24,3,64520,15,4,1,14,13,1,1,0,0,40,1,1
31,3,139822,3,9,2,1,5,1,5,0,0,40,1,8
24,3,258700,53,3,1,16,69,4,1,0,0,40,15,1
29,3,34796,3,9,1,2,1,1,1,0,0,40,1,1
24,3,124963,3,9,1,17,13,1,1,0,0,30,1,1
24,3,65743,1,13,1,1,1,1,5,0,0,30,1,1
28,3,161087,11,10,1,2,1,4,5,0,0,45,7,1
36,22,203836,11,10,2,3,2,1,1,0,0,50,1,1
58,1,110199,15,4,2,15,2,1,1,0,0,40,1,1
51,3,316059,11,10,3,2,1,1,5,0,0,36,1,1
42,3,255667,11,10,2,26,2,1,1,0,0,50,1,8
39,3,193689,11,10,2,17,2,1,1,0,0,40,1,1
26,3,60722,1,13,1,5,13,12,5,0,0,40,1,1
39,3,187847,11,10,1,26,1,1,1,0,0,40,1,1
28,3,233275,1,13,1,5,1,1,1,0,0,45,1,1
51,3,215404,1,13,2,5,2,15,1,15024,0,40,1,8
45,3,201865,1,13,7,2,17,1,1,0,0,40,1,1
45,3,118889,46,11,2,26,2,1,1,0,0,40,1,1
23,1,368739,1,13,1,5,1,1,5,0,0,40,1,1
38,3,123833,11,10,1,7,1,1,1,0,1408,40,1,1
38,3,171344,4,7,7,15,13,1,1,0,0,36,15,1
39,3,153976,11,10,2,17,2,1,1,0,0,40,1,1
52,3,374883,46,11,1,16,1,1,1,0,0,50,1,1
17,3,167658,386,8,1,14,13,1,5,0,0,6,1,1
31,3,348504,1,13,2,2,2,1,1,0,0,50,1,1
22,3,258509,3,9,1,15,13,4,1,0,0,24,1,1
47,1,108890,3,9,3,1,17,1,5,1831,0,38,1,1
28,3,188236,11,10,1,1,1,1,5,0,0,40,1,1
41,3,425049,3,9,2,15,2,1,1,0,0,50,1,8
29,3,142555,6,14,1,5,1,4,1,0,0,42,1,1
42,2,29320,49,15,3,5,17,1,1,0,0,60,1,8
52,22,207841,11,10,2,1,2,1,1,0,0,40,1,1
35,3,187329,1,13,1,5,1,1,5,0,0,40,1,1
28,3,270973,14,12,1,1,13,1,5,0,0,40,1,1
46,3,197332,6,14,2,5,2,1,1,7688,0,46,1,8
45,25,160187,3,9,7,1,17,4,5,0,0,40,1,1
21,3,197918,3,9,1,15,13,1,1,0,0,40,1,1
74,3,192290,205,6,2,1,2,1,1,0,0,20,1,1
29,3,241895,3,9,2,15,69,1,1,0,0,40,1,1
39,25,164515,3,9,3,1,17,1,5,0,0,40,1,1
44,3,147206,11,10,2,26,2,1,1,7688,0,45,1,8
23,51,306868,1,13,1,16,1,1,1,0,0,40,1,1
32,25,169837,14,12,3,2,1,4,5,0,0,40,1,1
43,3,185057,3,9,3,2,1,1,5,0,0,30,1,8
23,3,240049,209,1,1,7,1,12,5,0,0,40,283,1
18,3,164441,11,10,1,1,13,1,5,0,0,38,1,1
38,3,179314,3,9,2,3,2,1,1,0,0,40,1,1
33,3,319854,1,13,21,5,1,1,1,4650,0,35,1,1
19,51,148955,11,10,1,7,13,12,5,0,0,35,844,1
23,3,32950,11,10,1,15,1,1,1,4101,0,40,1,1
37,3,206699,3,9,3,24,13,1,1,0,0,45,1,1
25,3,385646,3,9,1,16,13,1,1,0,0,40,1,1
45,3,168598,386,8,2,1,5,4,5,3103,0,40,1,8
32,3,97306,1,13,1,1,1,1,5,0,0,48,1,1
18,2,29582,4,7,1,26,13,1,1,0,0,40,1,1
25,3,220284,3,9,1,15,17,1,1,0,0,40,15,1
53,3,240914,11,10,2,26,2,1,1,0,0,40,1,1
33,3,115496,20,16,2,5,2,1,1,0,0,60,1,8
27,3,105817,1,13,1,26,1,1,1,0,0,45,1,1
24,1,330836,3,9,2,29,2,1,1,0,0,40,1,1
54,2,36327,15,4,2,17,2,1,1,0,0,50,1,1
23,3,33423,11,10,1,14,1,1,5,0,0,30,1,1
45,3,75673,46,11,138,1,1,12,5,0,0,40,1,1
36,3,185744,11,10,2,2,5,1,5,0,0,35,1,8
36,3,186035,4,7,2,26,2,1,1,5178,0,40,1,8
44,25,196456,6,14,1,5,1,1,5,0,1669,40,1,1
24,3,111450,3,9,1,15,17,4,1,0,0,40,1,1
39,3,115289,11,10,3,14,13,1,1,0,1380,70,1,1
50,3,74879,3,9,7,3,17,1,5,0,0,40,1,1
38,3,117312,3,9,2,2,5,1,5,15024,0,40,1,8
58,3,272902,1,13,138,2,17,1,5,0,0,40,1,1
44,51,220230,3,9,2,7,2,4,1,0,0,48,1,1
24,3,90934,1,13,1,14,13,12,1,0,0,55,1,1
52,51,234286,3,9,2,2,2,1,1,15024,0,40,1,8
46,3,364548,1,13,3,14,1,1,1,8614,0,40,1,8
50,51,283676,20,16,2,5,2,1,1,15024,0,60,1,8
34,3,195602,14,12,2,26,2,1,1,0,0,44,1,1
40,3,70761,14,12,1,24,1,4,1,0,0,40,1,1
53,3,142717,1,13,3,1,17,1,5,0,0,40,1,1
24,3,124242,3,9,1,1,13,1,5,0,0,40,1,1
26,3,287797,11,10,2,26,2,1,1,0,0,45,1,1
22,3,188274,14,12,1,3,13,1,1,0,0,40,1,1
36,3,171968,3,9,2,26,2,1,1,0,0,40,1,1
36,3,218490,1,13,2,5,2,1,1,0,0,45,114,8
43,25,94937,1,13,2,5,5,1,5,0,0,28,1,1
60,3,109511,15,4,2,3,2,1,1,0,0,40,1,1
49,25,269527,6,14,2,5,2,1,1,7298,0,40,1,8
34,2,120672,15,4,1,3,17,4,1,0,0,10,1,1
46,3,130779,11,10,2,1,2,1,1,0,0,40,1,1
46,25,441542,1,13,2,15,2,4,1,0,0,40,1,1
69,3,114801,3,9,2,7,2,1,1,0,0,20,1,1
32,3,180284,205,6,2,26,2,1,1,0,0,40,1,8
40,25,27444,1,13,1,5,1,1,1,0,0,50,1,8
61,3,180382,53,3,2,3,2,1,1,3411,0,45,1,1
56,3,143266,11,10,2,2,2,1,1,0,0,40,1,8
47,3,139268,3,9,2,24,2,1,1,0,0,40,1,1
29,3,126208,3,9,2,17,2,4,1,0,0,40,1,1
37,3,186191,3,9,2,17,2,1,1,0,0,46,1,1
51,3,197163,49,15,1,5,1,1,5,0,2559,50,1,8
44,1,193524,6,14,2,2,2,1,1,0,1902,40,1,8
33,3,181388,3,9,21,7,17,1,5,0,0,40,1,1
51,2,124963,49,15,3,5,1,1,1,0,0,80,1,8
24,3,188925,46,11,2,17,2,1,1,0,0,40,1,1
37,2,149230,46,11,1,7,13,1,5,0,0,40,1,1
40,3,388725,11,10,3,2,1,1,1,0,0,40,1,1
34,3,113543,6,14,1,2,13,1,1,0,0,40,1,1
69,22,143849,4,7,138,1,1,1,5,0,0,20,1,1
41,2,97277,46,11,3,7,17,1,5,0,0,10,1,1
40,3,199303,3,9,2,26,2,1,1,0,0,40,1,1
57,3,124852,11,10,1,3,13,4,1,0,0,40,1,1
26,3,50053,1,13,2,2,2,1,1,0,0,55,1,1
53,3,97005,3,9,2,26,2,1,1,0,0,46,1,8
39,3,337898,1,13,3,2,1,1,1,0,0,55,1,1
51,22,124076,1,13,138,1,1,1,5,0,0,40,1,1
56,22,277420,1,13,2,2,2,1,1,0,0,40,34,8
51,3,280278,205,6,21,1,17,4,5,0,0,40,1,1
17,3,241185,386,8,1,5,13,1,1,0,0,20,1,1
42,3,202188,11,10,3,2,1,1,5,0,1741,50,1,1
42,3,198422,11,10,3,1,13,1,5,0,0,40,1,1
29,3,82242,49,15,1,5,17,1,1,27828,0,45,114,8
33,3,178429,1,13,2,5,2,1,1,0,0,40,1,8
43,3,212847,11,10,3,17,1,1,1,0,0,40,1,1
64,2,219661,49,15,2,5,2,1,1,0,0,9,1,8
40,3,321856,3,9,3,15,1,1,1,0,0,60,1,8
21,3,313873,53,3,1,3,1,1,1,0,0,40,15,1
31,3,144064,11,10,2,2,2,1,1,0,0,40,1,1
60,3,139586,46,11,138,2,17,12,5,0,0,40,1,8
32,3,419691,386,8,2,14,2,1,1,0,0,40,1,8
27,3,195562,3,9,1,26,13,4,1,0,0,20,1,1
40,3,205706,3,9,2,2,5,1,5,0,0,40,1,1
27,3,131310,3,9,2,7,5,1,5,0,0,40,1,8
18,3,54440,11,10,1,7,13,1,1,0,0,30,1,1
43,3,200734,3,9,21,7,1,4,5,0,0,40,1,1
52,3,81859,3,9,2,17,2,1,1,0,0,48,1,8
31,3,159589,3,9,1,7,1,1,1,0,0,85,1,1
28,3,300915,3,9,2,15,2,1,1,0,0,60,1,1
44,3,185057,6,14,1,5,1,1,5,0,0,35,1,1
37,2,42044,11,10,2,16,2,1,1,0,0,84,1,1
35,3,166416,1,13,2,2,2,1,1,0,0,50,1,8
42,3,212737,7,5,21,26,17,4,1,0,0,40,1,1
18,3,236069,205,6,1,7,13,4,1,0,0,10,1,1
46,51,216414,6,14,2,14,2,1,1,0,1977,60,1,8
54,22,27432,3,9,2,1,2,1,1,0,0,40,1,8
54,3,145419,3,9,2,14,2,1,1,0,1672,50,1,1
56,3,147202,11,10,3,1,1,1,5,0,0,45,114,1
27,3,29261,11,10,1,14,17,1,1,0,0,50,1,1
26,3,359543,1,13,1,1,13,1,5,0,0,40,15,1
41,25,227644,11,10,2,26,2,1,1,0,0,40,1,1
32,3,188154,11,10,3,17,17,1,5,0,0,40,1,1
18,3,110142,3,9,1,1,13,1,5,0,0,30,1,1
36,3,186415,3,9,2,3,2,1,1,0,0,65,1,1
37,3,175720,205,6,1,3,1,1,1,0,0,40,1,1
31,3,172865,53,3,1,16,13,1,1,0,0,25,15,1
46,3,35969,1,13,2,2,2,1,1,0,0,51,1,1
24,3,433330,3,9,3,17,1,1,1,0,0,40,1,1
25,51,160261,1,13,1,2,13,12,1,0,0,35,290,1
55,3,189528,53,3,2,26,2,1,1,0,0,50,1,1
64,25,113324,3,9,138,2,1,1,1,0,0,40,1,1
30,25,118500,1,13,1,5,1,1,5,0,0,40,1,1
65,3,89681,6,14,1,5,1,1,1,0,0,99,1,1
46,22,199925,1,13,3,5,1,1,1,0,0,40,1,1
45,3,102308,6,14,2,2,2,1,1,15024,0,60,1,8
18,3,444607,11,10,1,14,13,1,5,0,0,25,1,1
32,3,176998,1,13,2,2,2,1,1,0,0,40,1,1
34,1,366198,20,16,2,5,2,1,1,0,0,45,114,8
35,3,180686,3,9,2,26,2,1,1,3137,0,40,1,1
26,3,108019,3,9,1,26,13,1,1,3325,0,40,1,1
24,3,153542,11,10,1,14,69,1,1,0,0,35,1,1
45,2,210364,3,9,2,14,2,1,1,15024,0,80,1,8
36,3,185394,205,6,1,3,1,1,5,0,0,34,1,1
44,3,222703,15,4,2,17,2,48,1,0,0,40,1794,1
23,3,183945,11,10,1,1,1,1,5,0,0,60,1,1
57,3,161964,3,9,2,26,2,1,1,0,0,55,1,1
41,2,375574,11,10,2,14,2,1,1,0,0,60,15,8
20,25,312427,3,9,2,29,2,4,1,0,0,30,34,1
32,3,53373,11,10,2,26,2,1,1,0,0,36,1,1
60,3,166330,3,9,2,7,5,1,5,99999,0,40,1,8
38,51,124665,1,13,1,26,1,1,5,0,0,20,1,1
29,3,146719,3,9,1,15,1,1,5,0,0,45,1,1
22,3,306593,3,9,1,26,13,1,1,0,0,40,1,1
21,3,156687,11,10,1,14,13,12,1,0,0,30,12,1
40,25,153489,3,9,2,7,69,1,1,3137,0,40,1,1
59,3,231377,11,10,2,2,2,1,1,0,1848,45,1,8
45,1,127089,6,14,3,2,1,1,1,0,0,45,1,1
76,25,329355,3,9,138,7,1,1,5,0,0,13,1,1
45,3,178319,1,13,2,17,2,1,1,0,0,40,1,8
49,25,304246,6,14,21,5,17,1,5,0,0,70,1,1
36,25,174640,46,11,1,29,1,4,5,0,0,60,1,8
22,3,148294,4,7,1,26,13,1,1,0,0,35,1,1
47,3,298037,46,11,3,5,17,1,5,0,0,44,1,1
26,3,98155,3,9,36,14,2,1,1,0,0,55,1,1
21,3,102766,11,10,3,26,13,1,1,0,0,40,1,1
27,3,78529,3,9,1,15,13,1,5,0,0,15,1,1
26,3,136309,1,13,1,7,1,1,1,0,0,40,1,1
20,3,275357,46,11,1,24,13,1,5,0,0,25,1,1
31,2,33117,6,14,1,5,1,1,1,0,0,45,91,1
57,25,199546,6,14,3,7,17,4,5,0,0,40,1,1
39,3,184128,4,7,3,14,69,1,5,0,0,40,1,1
36,3,337039,14,12,1,24,1,4,1,14344,0,40,91,8
66,3,126511,11,10,2,2,2,1,1,0,0,45,1,1
34,25,325792,11,10,2,26,2,1,1,0,0,40,1,1
21,3,119474,3,9,1,7,69,1,5,0,0,40,1,1
40,3,153238,1,13,2,2,2,1,1,0,1902,32,1,8
49,25,321851,14,12,3,1,1,1,5,0,0,30,1,1
48,2,108557,11,10,3,14,1,1,5,3325,0,60,1,1
19,1,67217,11,10,1,7,1,1,1,594,0,24,1,1
42,3,195508,4,7,2,15,2,4,1,0,0,40,1,1
59,3,102193,3,9,2,15,2,1,1,0,0,45,1,1
63,3,20323,11,10,3,7,1,1,5,0,0,40,1,1
26,3,122206,3,9,1,26,69,1,1,0,0,40,1,1
41,3,200652,7,5,3,7,69,1,5,0,0,35,1,1
42,3,173590,11,10,2,1,2,1,1,0,1628,40,1,1
19,3,184121,3,9,1,7,13,1,1,0,0,20,1,1
45,25,53123,4,7,2,7,5,1,5,0,0,25,1,1
47,3,175990,3,9,2,7,5,1,5,0,0,30,1,8
47,3,316101,3,9,3,1,1,1,5,0,0,40,1,1
34,3,34080,46,11,2,26,2,1,1,0,0,40,91,1
49,2,219718,1,13,2,14,2,1,1,15024,0,40,1,8
36,3,126954,3,9,3,15,1,1,1,0,0,40,1,1
53,3,99185,3,9,138,26,17,1,1,0,0,40,1,8
39,3,120074,3,9,3,3,1,1,1,0,0,40,1,1
52,2,77336,46,11,2,26,2,1,1,0,0,40,1,1
18,3,60981,11,10,1,14,13,1,5,2176,0,35,1,1
59,3,77884,46,11,1,26,1,12,1,0,0,40,1,1
50,3,65408,3,9,2,26,2,1,1,0,0,50,1,8
31,3,173279,1,13,2,24,2,12,1,0,0,40,1,8
41,2,157686,11,10,2,2,2,1,1,0,0,40,1,8
45,3,277434,14,12,138,24,17,1,1,0,0,40,1,8
54,25,184620,6,14,3,5,1,1,5,0,0,40,1,1
22,3,34443,3,9,1,16,1,1,1,0,0,25,1,1
50,3,268553,3,9,2,15,2,1,1,7298,0,40,1,8
43,3,459342,3,9,3,1,1,1,5,0,0,40,1,1
48,25,148549,1,13,2,5,2,1,1,0,0,40,1,1
24,3,254293,1,13,1,2,1,1,1,2174,0,45,1,1
54,3,104501,11,10,2,14,2,1,1,15024,0,40,1,8
26,3,238367,3,9,2,1,2,1,1,0,0,40,1,1
53,3,180439,1,13,2,26,2,1,1,0,0,40,1,8
51,51,100029,20,16,2,5,2,1,1,15024,0,40,1,8
54,3,215990,6,14,2,2,2,1,1,0,1887,44,1,8
32,1,111567,3,9,2,26,2,1,1,0,0,49,1,8
46,3,319163,3,9,2,26,2,4,1,0,0,40,1,1
52,25,378045,3,9,3,1,1,1,5,0,0,45,1,1
44,3,177083,3,9,3,1,1,1,5,0,0,40,1,1
56,51,119891,11,10,2,2,2,1,1,0,1672,40,1,1
57,3,127779,3,9,2,2,2,1,1,0,0,40,1,1
35,3,299353,3,9,1,7,17,4,5,0,0,40,1,1
30,3,63861,14,12,1,24,1,1,5,0,0,40,1,1
29,3,112403,11,10,1,3,1,1,1,0,0,35,1,1
49,3,83610,1,13,2,2,2,1,1,7688,0,66,1,8
28,3,452808,205,6,1,3,1,1,1,0,0,40,1,1
30,3,176871,11,10,21,1,17,4,5,0,0,40,1,1
45,3,100651,3,9,3,7,1,1,1,0,1980,40,1,1
17,3,266134,205,6,1,7,13,1,1,0,0,12,1,1
54,25,196307,205,6,2,1,2,1,1,0,0,40,1,1
31,3,87891,11,10,2,1,2,1,1,0,0,40,1,1
54,3,182314,20,16,2,2,2,1,1,0,1977,50,1,8
37,3,179671,7,5,2,3,2,1,1,0,0,50,1,1
34,3,27494,3,9,3,26,1,15,1,0,0,48,1,8
38,3,338320,1,13,2,5,2,1,1,0,0,40,104,1
51,3,199688,11,10,2,2,2,1,1,0,0,45,1,1
41,3,96635,3,9,1,2,1,12,1,0,0,60,1,1
24,3,165064,11,10,1,3,1,1,1,0,0,40,1,1
56,51,109856,1,13,2,2,2,1,1,15024,0,50,1,8
33,3,82393,3,9,1,26,13,12,1,0,0,40,1,1
31,3,209538,205,6,2,17,2,1,1,0,0,40,1,1
27,3,209891,11,10,1,3,1,4,1,0,0,50,1,1
32,2,56026,1,13,2,14,69,1,1,0,0,45,1,1
35,3,210844,14,12,2,2,2,1,1,0,0,40,34,1
43,3,117158,11,10,2,26,2,1,1,0,0,45,1,8
40,3,193144,3,9,3,7,17,1,5,0,0,36,1,1
19,2,137578,3,9,1,7,13,1,1,0,0,53,1,1
23,3,234108,14,12,1,3,13,1,1,0,0,32,1,1
40,3,155767,3,9,21,17,17,1,1,0,0,40,1,1
59,3,110820,3,9,3,26,1,1,1,0,0,38,1,8
43,3,403276,3,9,2,26,2,1,1,0,0,40,1,1
53,3,123092,3,9,138,17,1,1,5,0,0,40,1,1
26,3,165673,3,9,2,14,2,1,1,0,0,40,1,1
68,51,182131,11,10,2,2,2,1,1,10605,0,20,1,8
41,3,204415,1,13,2,14,2,1,1,0,0,48,1,8
32,2,92531,3,9,3,26,17,1,1,0,0,40,1,1
25,1,157028,1,13,1,2,1,1,1,0,0,40,1,1
20,3,228649,3,9,1,7,13,1,1,0,0,40,1,1
22,3,147253,11,10,1,7,1,1,1,0,0,15,1,1
33,3,160784,205,6,2,26,2,1,1,0,0,40,1,1
26,25,163189,11,10,2,7,69,1,1,0,0,40,1,1
29,3,146343,3,9,1,7,17,4,5,0,0,25,1,1
20,3,225811,3,9,1,14,13,1,5,0,0,23,1,1
58,3,374108,11,10,3,5,17,1,5,0,0,40,1,1
32,3,93930,3,9,3,17,1,1,1,0,0,40,1,1
23,3,412248,14,12,1,7,1,1,5,0,0,25,1,1
30,3,427474,7,5,2,7,2,1,1,0,0,40,15,1
67,1,160158,11,10,2,16,2,1,1,0,0,8,1,1
26,3,159603,14,12,1,1,17,1,5,0,0,32,1,1
53,2,101017,3,9,2,2,2,1,1,0,0,35,1,1
27,25,163862,3,9,2,15,2,1,1,0,0,60,1,1
29,1749,212588,11,10,2,16,13,1,1,0,0,65,1,1
38,1,321943,20,16,2,5,2,1,1,0,0,40,1,8
17,3,317702,7,5,1,7,13,4,5,0,0,40,1,1
48,3,287480,6,14,2,24,2,1,1,0,0,40,1,8
28,3,168514,14,12,2,2,5,1,5,0,0,40,1,1
18,3,88642,11,10,1,14,13,1,1,0,0,15,1,1
28,3,227104,11,10,3,14,1,1,1,0,0,30,1,1
34,3,157289,11,10,2,26,2,1,1,0,0,40,1,1
62,3,213321,3,9,2,5,2,1,1,0,0,40,1,8
46,3,294907,53,3,2,17,2,1,1,0,0,40,15,1
30,3,251411,11,10,3,1,17,1,5,0,0,40,1,1
20,3,183594,11,10,1,15,13,1,1,0,0,40,1,1
29,3,189565,3,9,1,2,1,1,1,2174,0,50,1,1
55,3,217802,11,10,2,1,2,4,1,0,0,25,1,1
20,3,388156,11,10,1,5,13,1,1,0,0,24,1,1
54,3,447555,205,6,2,15,2,4,1,0,0,40,1,1
27,3,204098,205,6,1,26,1,1,1,0,0,30,1,1
43,3,193882,11,10,1,1,1,1,1,0,0,55,1,1
48,1,49595,6,14,3,29,1,1,1,0,0,72,1,1
34,3,228873,1,13,1,2,13,1,1,0,0,40,1,1
29,3,176027,1,13,1,5,1,1,5,0,0,40,1,1
37,3,39606,46,11,3,14,17,1,5,0,0,40,1,1
56,3,178353,11,10,2,5,2,1,1,0,0,40,1,8
58,3,160662,205,6,2,26,2,1,1,0,0,40,1,8
54,51,196328,1,13,2,14,2,4,1,0,0,40,7,1
45,3,20534,11,10,21,26,1,1,1,0,0,41,1,1
29,51,156815,3,9,2,7,2,1,1,0,0,40,1,1
26,3,360252,14,12,2,1,5,1,5,0,0,40,1,1
43,3,245056,3,9,2,1,2,4,1,0,0,40,1,8
33,25,422718,3,9,2,7,2,1,1,0,0,40,1,1
45,2,118081,11,10,2,7,2,1,1,3103,0,42,1,1
25,3,262978,11,10,1,14,1,1,1,0,0,30,1,1
25,3,187577,3,9,2,26,2,1,1,0,0,40,1,1
37,3,160920,14,12,2,1,2,1,1,0,0,40,1,1
20,3,194247,3,9,1,2,1,1,1,0,0,25,1,1
39,3,134367,6,14,2,5,5,1,5,0,1977,24,1,8
17,3,123335,205,6,1,14,13,1,5,0,0,20,1,1
27,25,332249,3,9,1,16,13,1,1,0,0,40,1,1
26,3,358124,3,9,1,7,69,4,5,0,0,40,1,1
55,3,208019,53,3,2,17,2,1,1,0,0,40,15,1
39,3,318452,4,7,2,5,2,1,1,0,0,60,1,1
41,3,207779,3,9,21,7,1,1,5,0,0,40,1,1
34,3,238376,387,2,2,26,2,1,1,0,0,40,15,1
51,3,673764,46,11,2,2,2,1,1,0,0,50,1,8
40,3,133974,11,10,3,17,13,1,1,0,0,40,1,1
58,3,138285,14,12,2,26,2,1,1,0,1740,40,1,1
23,3,152140,3,9,1,14,1,1,5,0,0,40,1,1
45,25,287920,6,14,2,5,2,1,1,0,0,50,1,8
51,3,289572,1,13,2,14,2,1,1,7688,0,50,1,8
43,1,78765,11,10,3,2,17,1,1,0,0,40,1,1
25,1,99076,1,13,1,7,1,1,5,2597,0,50,1,1
36,2,224886,1,13,2,2,2,1,1,2407,0,40,1,1
58,3,206532,3,9,2,26,2,1,1,0,0,50,1,1
33,3,129529,3,9,3,17,1,1,1,0,0,40,1,1
60,25,202473,46,11,2,7,2,1,1,0,0,40,1,1
24,3,162312,3,9,1,14,13,12,1,0,0,40,844,1
45,3,72844,3,9,3,2,1,1,5,0,0,46,1,1
49,3,206947,3,9,3,1,1,1,5,0,0,40,1,1
19,3,64112,386,8,1,1,1,1,5,0,0,40,1,1
34,1,20057,11,10,7,1,17,12,5,0,0,38,142,1
42,1,222884,1,13,3,1,1,1,1,0,0,40,1,1
25,3,132683,3,9,1,494,1,1,5,0,0,50,1,1
59,2,144071,53,3,2,7,2,1,1,2580,0,15,460,1
28,3,148429,3,9,2,17,2,1,1,2885,0,40,1,1
19,3,168601,4,7,1,7,69,1,1,0,0,30,1,1
31,1,78291,1,13,1,5,1,1,5,0,0,40,1,1
58,22,243929,1,13,1,5,1,1,1,0,0,48,1,1
47,2,185673,3,9,2,2,2,1,1,0,0,50,1,8
30,3,121142,1,13,1,14,1,1,1,0,0,40,1,8
41,3,173858,15,4,2,26,2,12,1,0,0,40,805,1
43,3,334991,11,10,21,15,17,1,1,4934,0,51,1,8
48,3,93476,3,9,21,1,1,1,5,0,2001,40,1,1
44,3,174283,1,13,2,14,2,1,1,0,0,50,1,8
44,3,128676,11,10,1,1,1,4,5,0,0,40,1,1
24,3,205844,1,13,1,2,13,4,5,0,0,40,1,1
28,3,62535,3,9,2,26,2,1,1,0,0,43,1,1
50,3,240612,3,9,7,2,17,1,5,0,0,10,1,1
33,3,176992,11,10,2,26,2,1,1,0,0,40,1,8
23,25,254127,1,13,1,5,69,1,5,0,0,50,1,1
46,3,128460,205,6,2,3,2,1,1,0,0,40,1,1
21,1,56582,11,10,1,24,13,1,1,0,0,10,1,1
52,3,153751,7,5,21,7,1,4,5,0,0,30,1,1
26,3,284343,1,13,1,5,1,1,1,0,0,50,1,1
27,1,312692,1,13,1,24,1,1,1,0,0,12,1,1
28,3,111520,4,7,1,17,17,1,5,0,0,40,1794,1
50,51,304955,1,13,2,14,2,1,1,0,0,60,1,8
28,3,288598,3,9,2,26,2,1,1,0,0,35,1,1
61,2,117387,4,7,2,2,2,1,1,0,0,20,1,1
32,3,230484,15,4,21,14,17,1,5,0,0,35,1,1
30,22,319280,11,10,1,26,1,1,1,0,0,40,1,1
51,25,186416,1,13,3,1,1,1,5,0,0,40,1,1
40,25,147372,11,10,1,29,1,1,1,0,2444,40,1,8
36,3,145933,3,9,1,2,1,1,1,0,2258,70,1,1
28,3,110164,11,10,3,7,69,4,1,0,0,24,1,1
49,3,225454,14,12,2,5,2,1,1,0,0,45,1,8
61,2,220342,15,4,2,15,2,1,1,0,0,30,1,1
41,2,144002,1,13,2,2,2,1,1,0,0,60,1,8
55,3,225365,3,9,138,7,17,1,5,0,0,30,1,1
36,3,187983,1,13,2,5,5,1,5,0,0,40,1,1
21,3,89991,11,10,1,1,13,1,5,0,0,40,1,1
57,2,225913,11,10,2,15,2,1,1,0,0,45,1,8
49,51,229737,49,15,2,5,2,1,1,99999,0,37,1,8
59,3,145574,4,7,2,1,2,1,1,0,0,40,1,1
41,3,274363,11,10,21,14,1,1,1,0,0,80,1,8
59,3,365390,11,10,2,26,2,1,1,0,0,40,1,1
20,3,266467,3,9,1,7,13,1,1,0,0,25,1,1
42,3,183384,11,10,3,1,1,4,5,0,0,40,1,1
41,25,112797,6,14,3,5,17,1,5,0,0,60,1,1
45,22,76008,1,13,2,2,2,1,1,0,0,50,1,8
42,25,186909,14,12,2,2,5,1,5,0,0,45,1,8
25,3,25497,1,13,2,5,2,1,1,0,0,40,1,1
45,3,102771,3,9,2,26,2,1,1,0,1887,40,1,8
58,2,248841,3,9,2,14,2,1,1,15024,0,40,1,8
39,3,30916,3,9,2,26,2,1,1,0,0,40,1,1
34,3,123270,3,9,2,26,2,1,1,0,0,40,1,8
22,2,210165,11,10,1,26,1,1,1,0,0,40,1,1
44,3,222596,3,9,3,24,1,1,1,0,0,50,1,8
53,51,188067,11,10,138,14,17,1,5,0,0,40,1,1
27,3,250314,7,5,2,29,2,1,1,0,0,40,712,1
60,3,205934,3,9,21,7,1,1,5,0,0,25,1,1
46,3,186172,1,13,2,5,2,1,1,3103,0,40,1,8
56,51,98418,49,15,2,5,2,1,1,99999,0,40,1,8
36,3,329980,1,13,1,2,1,1,1,27828,0,40,1,8
56,3,147653,3,9,3,1,17,1,5,0,0,32,1,1
29,51,168221,1,13,2,2,2,1,1,0,1740,70,1,1
19,3,151801,205,6,1,3,13,1,1,0,0,39,1,1
38,3,177154,3,9,2,7,2,1,1,0,0,40,1,1
40,22,73883,11,10,2,24,2,1,1,0,0,40,1,8
52,3,175714,14,12,2,2,2,1,1,0,0,55,1,8
22,3,43535,11,10,2,2,5,1,5,0,0,40,1,1
32,1,104509,3,9,3,7,1,1,5,0,0,25,1,1
27,3,118230,1,13,1,2,13,1,5,0,0,40,1,1
25,3,152046,1,13,1,5,13,1,5,0,0,40,712,1
36,3,52327,6,14,2,5,2,48,1,0,0,40,126,8
22,3,218886,386,8,1,3,13,15,1,0,0,40,1,1
32,2,84119,3,9,2,26,2,1,1,0,0,45,1,1
37,3,189674,1,13,21,2,17,4,5,0,0,40,1,1
22,3,222993,3,9,1,5,13,1,1,0,0,54,1,1
29,3,47429,3,9,2,1,5,1,5,0,0,40,1,8
42,3,144995,209,1,1,3,1,1,1,0,0,25,1,1
45,3,187969,46,11,1,14,1,1,5,0,0,38,1,1
